primeira_compra;ultima_compra;qtd_compras;gmv_total_real;tickets_total;origem_primeira;destino_primeira;freq_media_dias;span_dias;freq_media_dias_aproximada;ticket_medio;seg_recorrencia;seg_velocidade;seg_combinada;status_ativo;cliente_id;momentum;tendencia;volatilidade;momentum_categoria;tendencia_categoria;indice_gini;mes_preferido;concentracao_mes;padrao_sazonal;destinos_recorrentes;total_viagens_recorrentes;media_viagens_por_destino;max_viagens_destino;padrao_recorrencia
12/11/2018;12/01/2023;6;462,63;7;PATOS DE MINAS;SAO PAULO;304,4;1522;304.4;66,09;Recorrente;Lento;Recorrente_Lento;Ativo;327064;351.0;-10.050.000.000.000.000;2.777.701.207.833.550;Acelerando;Melhorando;0.75;11;0.5;Altamente Sazonal;True;4;3.0;4;Moderadamente Recorrente
23/02/2017;14/11/2019;3;1518,1;10;BELO HORIZONTE;ITAJUBA;497;994;497.0;151,81;Sazonal;Lento;Sazonal_Lento;Inativo;327090;570.0;-5.700.000.000.000.000;285.0;Acelerando;Melhorando;0.75;2;0.3333333333333333;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
04/11/2021;23/03/2022;3;573,4;4;FLORIANOPOLIS;PRAIA GRANDE;69,5;139;69.5;143,35;Sazonal;Medio;Sazonal_Medio;Inativo;327104;137.0;-13.699.999.999.999.900;68.5;Acelerando;Melhorando;0.8611111111111112;3;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
15/08/2021;27/10/2023;3;133,56;3;OUTROS MUNICIPIOS;SALVADOR;401,5;803;401.5;44,52;Sazonal;Lento;Sazonal_Lento;Ativo;327194;801.0;-8.009.999.999.999.990;400.5;Acelerando;Melhorando;0.8611111111111112;10;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
11/12/2013;16/11/2015;4;644,72;4;CAXIAS DO SUL;OUTROS MUNICIPIOS;235;705;235.0;161,18;Sazonal;Lento;Sazonal_Lento;Inativo;327292;-520.0;27.400.000.000.000.000;2.519.894.177.672.280;Desacelerando;Piorando;0.6666666666666667;1;0.25;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
20/11/2022;26/01/2024;5;811,86;6;OUTROS MUNICIPIOS;CUIABA;108;432;108.0;135,31;Sazonal;Medio;Sazonal_Medio;Ativo;327318;365.0;32.800.000.000.000.000;1.553.560.426.890.430;Acelerando;Piorando;0.8166666666666667;1;0.6;Altamente Sazonal;True;3;2.5;3;Moderadamente Recorrente
23/01/2020;12/04/2022;3;733,77;3;SAO PAULO;SOROCABA;405;810;405.0;244,59;Sazonal;Lento;Sazonal_Lento;Ativo;327349;556.0;-556.0;278.0;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
19/06/2023;09/08/2023;4;395,5;5;GOIANIA;OUTROS MUNICIPIOS;17;51;17.0;79,1;Sazonal;Rapido;Sazonal_Rapido;Ativo;327362;-38.0;20.000.000.000.000.000;1.840.289.832.245.630;Desacelerando;Piorando;0.875;6;0.75;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
27/10/2021;20/02/2022;3;172,53;3;GUARUJA;OUTROS MUNICIPIOS;58;116;58.0;57,51;Sazonal;Medio;Sazonal_Medio;Inativo;327540;-98.0;9.799.999.999.999.990;49.0;Desacelerando;Piorando;0.75;2;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
03/08/2021;24/02/2024;6;1155,44;22;SAO PAULO;OUTROS MUNICIPIOS;187;935;187.0;52,52;Recorrente;Lento;Recorrente_Lento;Ativo;327550;466.0;-0.4000000000000059;22.862.020.908.047.400;Acelerando;EstÃ¡vel;0.75;2;0.3333333333333333;Altamente Sazonal;True;3;1.5;3;Moderadamente Recorrente
26/07/2021;05/01/2024;3;423,48;3;OUTROS MUNICIPIOS;JOAO PESSOA;446,5;893;446.5;141,16;Sazonal;Lento;Sazonal_Lento;Ativo;327635;-533.0;5.329.999.999.999.990;266.5;Desacelerando;Piorando;0.8611111111111112;1;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
15/04/2015;30/12/2018;5;578,6;5;SAO PAULO;BELO HORIZONTE;338,75;1355;338.75;115,72;Sazonal;Lento;Sazonal_Lento;Inativo;327640;-715.0;158.3;3.347.173.247.682.280;Desacelerando;Piorando;0.7833333333333334;4;0.4;Altamente Sazonal;True;2;16.666.666.666.666.600;2;Pouco Recorrente
04/12/2020;02/11/2021;3;351,9;5;OUTROS MUNICIPIOS;CAMPO GRANDE;166,5;333;166.5;70,38;Sazonal;Medio;Sazonal_Medio;Inativo;327656;-329.0;32.899.999.999.999.900;164.5;Desacelerando;Piorando;0.8611111111111112;12;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
23/01/2021;08/12/2022;4;290,96;4;PORTO ALEGRE;OUTROS MUNICIPIOS;228;684;228.0;72,74;Sazonal;Lento;Sazonal_Lento;Ativo;327698;-649.0;31.150.000.000.000.000;3.000.011.111.090.530;Desacelerando;Piorando;0.7916666666666667;2;0.5;Altamente Sazonal;True;2;13.333.333.333.333.300;2;Pouco Recorrente
25/10/2018;17/02/2020;6;398,64;6;FORTALEZA;OUTROS MUNICIPIOS;96;480;96.0;66,44;Recorrente;Medio;Recorrente_Medio;Inativo;327715;-92.0;-10.700.000.000.000.000;5.993.329.625.508.670;Desacelerando;Melhorando;0.6388888888888891;11;0.3333333333333333;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
21/01/2022;30/04/2023;3;790,08;3;ILHA GRANDE;OUTROS MUNICIPIOS;232;464;232.0;263,36;Sazonal;Lento;Sazonal_Lento;Ativo;327753;290.0;-290.0;145.0;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
04/09/2020;12/12/2023;6;588,66;6;LONDRINA;OUTROS MUNICIPIOS;238,8;1194;238.8;98,11;Recorrente;Lento;Recorrente_Lento;Ativo;327797;-25.0;-11.480.000.000.000.000;2.555.632.211.410.710;EstÃ¡vel;Melhorando;0.8055555555555556;7;0.5;Altamente Sazonal;True;4;2.0;4;Moderadamente Recorrente
20/06/2023;17/02/2024;3;258,24;3;OUTROS MUNICIPIOS;SOROCABA;121;242;121.0;86,08;Sazonal;Medio;Sazonal_Medio;Ativo;327811;194.0;-19.399.999.999.999.900;97.0;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
20/01/2020;23/02/2020;3;297,63;3;OUTROS MUNICIPIOS;BELO HORIZONTE;17;34;17.0;99,21;Sazonal;Rapido;Sazonal_Rapido;Inativo;327892;32.0;-32.0;16.0;Acelerando;Melhorando;0.8611111111111112;2;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
01/02/2023;22/02/2024;5;1172,85;5;SOROCABA;CAMPINAS;96,5;386;96.5;234,57;Sazonal;Medio;Sazonal_Medio;Ativo;327938;-370.0;11.040.000.000.000.000;16.022.874.273.987.100;Desacelerando;Piorando;0.9166666666666667;2;1.0;Altamente Sazonal;True;3;2.5;3;Moderadamente Recorrente
11/08/2023;09/11/2023;5;828,15;5;LONDRINA;SAO JOSE DOS CAMPOS;22,5;90;22.5;165,63;Sazonal;Rapido;Sazonal_Rapido;Ativo;327968;-6.0;35.999.999.999.999.900;48.218.253.804.964.700;EstÃ¡vel;EstÃ¡vel;0.7166666666666668;8;0.4;Altamente Sazonal;True;3;2.5;3;Moderadamente Recorrente
17/12/2016;20/07/2017;3;599,52;4;MACEIO;RIO DE JANEIRO;107,5;215;107.5;149,88;Sazonal;Medio;Sazonal_Medio;Inativo;328023;215.0;-215.0;107.5;Acelerando;Melhorando;0.8611111111111112;7;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
29/01/2023;17/06/2023;3;60,72;3;OUTROS MUNICIPIOS;SAO CARLOS;69,5;139;69.5;20,24;Sazonal;Medio;Sazonal_Medio;Ativo;328051;125.0;-125.0;62.5;Acelerando;Melhorando;0.8611111111111112;6;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
08/03/2021;23/04/2023;3;1045,16;4;OUTROS MUNICIPIOS;PRAIA GRANDE;388;776;388.0;261,29;Sazonal;Lento;Sazonal_Lento;Ativo;328091;424.0;-42.399.999.999.999.900;212.0;Acelerando;Melhorando;0.75;3;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
20/12/2021;20/11/2022;3;443,94;3;RIO DE JANEIRO;SAO PAULO;167,5;335;167.5;147,98;Sazonal;Medio;Sazonal_Medio;Ativo;328114;67.0;-67.0;33.5;Acelerando;Melhorando;0.75;7;0.3333333333333333;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
20/12/2021;18/06/2022;5;710,24;8;FORTALEZA;OUTROS MUNICIPIOS;45;180;45.0;88,78;Sazonal;Medio;Sazonal_Medio;Ativo;328142;-63.0;38.800.000.000.000.000;4.716.460.537.309.730;Desacelerando;Piorando;0.8166666666666667;12;0.6;Altamente Sazonal;True;2;16.666.666.666.666.600;2;Pouco Recorrente
13/12/2022;15/12/2022;3;206,1;5;ILHA GRANDE;OUTROS MUNICIPIOS;1;2;1.0;41,22;Sazonal;Rapido;Sazonal_Rapido;Ativo;328192;2.0;-2.0;1.0;EstÃ¡vel;EstÃ¡vel;0.9166666666666667;12;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
19/10/2023;17/01/2024;4;1065,84;4;OUTROS MUNICIPIOS;NATAL;30;90;30.0;266,46;Sazonal;Rapido;Sazonal_Rapido;Ativo;328260;-57.0;36.000.000.000.000.000;31.016.124.838.541.600;Desacelerando;Piorando;0.7916666666666667;10;0.5;Altamente Sazonal;True;2;2.0;2;Pouco Recorrente
25/02/2023;30/04/2023;3;116,82;3;PETROLINA;OUTROS MUNICIPIOS;32;64;32.0;38,94;Sazonal;Rapido;Sazonal_Rapido;Ativo;328301;-40.0;39.999.999.999.999.900;20.0;Desacelerando;Piorando;0.75;2;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
12/08/2023;13/10/2023;3;132,96;3;PORTO ALEGRE;OUTROS MUNICIPIOS;31;62;31.0;44,32;Sazonal;Rapido;Sazonal_Rapido;Ativo;328324;-62.0;61.999.999.999.999.900;31.0;Desacelerando;Piorando;0.8611111111111112;8;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
12/05/2023;02/06/2023;4;143,8;4;SAO CARLOS;OUTROS MUNICIPIOS;7;21;7.0;35,95;Sazonal;Rapido;Sazonal_Rapido;Ativo;328464;4.0;-5.499.999.999.999.990;4.546.060.565.661.950;EstÃ¡vel;Melhorando;0.875;5;0.75;Altamente Sazonal;True;2;2.0;2;Pouco Recorrente
05/07/2018;09/10/2021;6;412,23;7;GUANAMBI;BELO HORIZONTE;238,4;1192;238.4;58,89;Recorrente;Lento;Recorrente_Lento;Inativo;328492;61.0;-21.620.000.000.000.000;43.739.346.131.372.300;Acelerando;Melhorando;0.8055555555555556;7;0.5;Altamente Sazonal;True;4;2.0;4;Moderadamente Recorrente
14/01/2022;30/06/2022;3;125,97;3;CAMPO GRANDE;PORTO ALEGRE;83,5;167;83.5;41,99;Sazonal;Medio;Sazonal_Medio;Ativo;328509;111.0;-11.099.999.999.999.900;55.5;Acelerando;Melhorando;0.8611111111111112;6;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
15/05/2022;15/06/2023;3;361,65;3;PETROLINA;OUTROS MUNICIPIOS;198;396;198.0;120,55;Sazonal;Lento;Sazonal_Lento;Ativo;328545;334.0;-33.399.999.999.999.900;167.0;Acelerando;Melhorando;0.8611111111111112;5;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
03/08/2016;14/08/2017;3;348,81;3;SAO PAULO;BELEM;188;376;188.0;116,27;Sazonal;Lento;Sazonal_Lento;Inativo;328603;370.0;-36.999.999.999.999.900;185.0;Acelerando;Melhorando;0.9166666666666667;8;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
09/12/2018;24/06/2019;3;275,07;3;OUTROS MUNICIPIOS;BELO HORIZONTE;98,5;197;98.5;91,69;Sazonal;Medio;Sazonal_Medio;Inativo;328721;111.0;-11.100.000.000.000.000;55.5;Acelerando;Melhorando;0.75;5;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
10/04/2022;15/12/2023;5;1536,01;7;OUTROS MUNICIPIOS;TERESOPOLIS;153,5;614;153.5;219,43;Sazonal;Medio;Sazonal_Medio;Ativo;329011;-210.0;91.0;11.172.622.789.658.600;Desacelerando;Piorando;0.5833333333333335;1;0.2;Moderadamente Sazonal;True;2;16.666.666.666.666.600;2;Pouco Recorrente
12/10/2019;18/12/2021;3;724,92;6;SALVADOR;OUTROS MUNICIPIOS;399;798;399.0;120,82;Sazonal;Lento;Sazonal_Lento;Inativo;329055;-618.0;6.179.999.999.999.990;309.0;Desacelerando;Piorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
30/01/2022;20/01/2024;4;779,56;4;OUTROS MUNICIPIOS;FLORIANOPOLIS;240;720;240.0;194,89;Sazonal;Lento;Sazonal_Lento;Ativo;329137;-319.0;-24.499.999.999.999.900;16.315.840.973.319.900;Desacelerando;Melhorando;0.8333333333333335;1;0.5;Altamente Sazonal;True;2;13.333.333.333.333.300;2;Pouco Recorrente
23/11/2021;24/01/2024;4;757,4;10;SAO JOSE DOS CAMPOS;BELO HORIZONTE;264;792;264.0;75,74;Sazonal;Lento;Sazonal_Lento;Ativo;329183;737.0;5.499.999.999.999.980;3.500.466.635.559.700;Acelerando;Piorando;0.7916666666666667;1;0.5;Altamente Sazonal;True;2;2.0;2;Pouco Recorrente
26/07/2017;09/10/2018;3;129,63;3;OUTROS MUNICIPIOS;RIO DE JANEIRO;220;440;220.0;43,21;Sazonal;Lento;Sazonal_Lento;Inativo;329197;216.0;-21.600.000.000.000.000;108.0;Acelerando;Melhorando;0.75;6;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
27/10/2017;15/10/2020;6;906,12;9;MACEIO;OUTROS MUNICIPIOS;216,8;1084;216.8;100,68;Recorrente;Lento;Recorrente_Lento;Inativo;329350;-487.0;8.939.999.999.999.990;1.917.492.112.108.930;Desacelerando;Piorando;0.75;10;0.5;Altamente Sazonal;True;5;3.0;5;Altamente Recorrente
13/04/2021;09/07/2021;3;504,35;5;OUTROS MUNICIPIOS;FORTALEZA;43,5;87;43.5;100,87;Sazonal;Medio;Sazonal_Medio;Inativo;329354;-85.0;8.499.999.999.999.990;42.5;Desacelerando;Piorando;0.8611111111111112;4;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
17/09/2021;17/06/2022;3;205,62;3;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;136,5;273;136.5;68,54;Sazonal;Medio;Sazonal_Medio;Ativo;329427;187.0;-18.699.999.999.999.900;93.5;Acelerando;Melhorando;0.75;5;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
22/12/2020;26/02/2021;3;182,97;3;SAO PAULO;OUTROS MUNICIPIOS;33;66;33.0;60,99;Sazonal;Rapido;Sazonal_Rapido;Inativo;329448;-40.0;39.999.999.999.999.900;20.0;Desacelerando;Piorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
27/06/2019;20/01/2020;4;163,28;4;BLUMENAU;SAO PAULO;69;207;69.0;40,82;Sazonal;Medio;Sazonal_Medio;Inativo;329478;-110.0;38.000.000.000.000.000;45.985.504.962.614.700;Desacelerando;Piorando;0.6666666666666667;1;0.25;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
09/03/2022;17/03/2023;3;1054,96;4;SAO PAULO;BELO HORIZONTE;186,5;373;186.5;263,74;Sazonal;Lento;Sazonal_Lento;Ativo;329495;359.0;-359.0;179.5;Acelerando;Melhorando;0.9166666666666667;3;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
25/05/2020;03/09/2022;4;160,36;4;MANAUS;FLORIANOPOLIS;277;831;277.0;40,09;Sazonal;Lento;Sazonal_Lento;Ativo;329552;-630.0;28.650.000.000.000.000;28.450.307.555.455.300;Desacelerando;Piorando;0.7916666666666667;9;0.5;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
31/08/2021;19/12/2021;6;900,78;6;BELO HORIZONTE;OUTROS MUNICIPIOS;22;110;22.0;150,13;Recorrente;Rapido;Recorrente_Rapido;Inativo;329769;5.0;-10.700.000.000.000.000;3.809.986.876.617.810;EstÃ¡vel;Melhorando;0.8333333333333335;12;0.6666666666666666;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
20/02/2020;30/11/2020;3;109,14;3;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;142;284;142.0;36,38;Sazonal;Medio;Sazonal_Medio;Inativo;329781;188.0;-18.799.999.999.999.900;94.0;Acelerando;Melhorando;0.75;2;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
13/07/2022;28/06/2023;5;503,1;5;SALVADOR;CARAGUATATUBA;87,5;350;87.5;100,62;Sazonal;Medio;Sazonal_Medio;Ativo;329905;-120.0;9.599.999.999.999.970;5.803.662.636.645.930;Desacelerando;Piorando;0.5833333333333335;1;0.2;Moderadamente Sazonal;True;4;2.5;4;Moderadamente Recorrente
12/07/2022;01/11/2023;6;403,38;6;BRASILIA;OUTROS MUNICIPIOS;95,4;477;95.4;67,23;Recorrente;Medio;Recorrente_Medio;Ativo;329924;-26.0;-11.600.000.000.000.000;7.530.099.600.934.900;EstÃ¡vel;Melhorando;0.6388888888888891;8;0.3333333333333333;Altamente Sazonal;True;4;3.0;4;Moderadamente Recorrente
08/07/2019;04/12/2019;3;220,04;4;IPATINGA;BELEM;74,5;149;74.5;55,01;Sazonal;Medio;Sazonal_Medio;Inativo;329926;149.0;-14.899.999.999.999.900;74.5;Acelerando;Melhorando;0.8611111111111112;12;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
16/03/2021;25/12/2023;4;654,16;4;PETROLINA;CAMACARI;338;1014;338.0;163,54;Sazonal;Lento;Sazonal_Lento;Ativo;329943;178.0;-40.900.000.000.000.000;35.125.299.524.227.000;Acelerando;Melhorando;0.7916666666666667;12;0.5;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
26/09/2019;05/11/2020;3;656,3;5;BELO HORIZONTE;SAO JOSE DOS CAMPOS;203;406;203.0;131,26;Sazonal;Lento;Sazonal_Lento;Inativo;329945;406.0;-406.0;203.0;Acelerando;Melhorando;0.8611111111111112;11;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
20/01/2023;17/01/2024;3;568,02;6;OUTROS MUNICIPIOS;SAO PAULO;181;362;181.0;94,67;Sazonal;Lento;Sazonal_Lento;Ativo;329948;358.0;-358.0;179.0;Acelerando;Melhorando;0.9166666666666667;1;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
03/08/2014;18/12/2014;3;160,05;3;SANTOS;SANTOS;68,5;137;68.5;53,35;Sazonal;Medio;Sazonal_Medio;Inativo;330012;137.0;-137.0;68.5;Acelerando;Melhorando;0.8611111111111112;12;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
12/07/2018;07/03/2020;3;518,49;3;RECIFE;OUTROS MUNICIPIOS;302;604;302.0;172,83;Sazonal;Lento;Sazonal_Lento;Inativo;330013;-250.0;24.999.999.999.999.900;125.0;Desacelerando;Piorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
30/11/2023;24/03/2024;6;951,86;7;SOROCABA;NOVA FRIBURGO;23;115;23.0;135,98;Recorrente;Rapido;Recorrente_Rapido;Ativo;330048;30.0;-5.600.000.000.000.000;18.504.053.609.952.600;EstÃ¡vel;Melhorando;0.7222222222222223;1;0.3333333333333333;Altamente Sazonal;True;3;1.5;3;Moderadamente Recorrente
03/03/2021;10/03/2021;3;625,4;4;OUTROS MUNICIPIOS;CAMPINAS;3,5;7;3.5;156,35;Sazonal;Rapido;Sazonal_Rapido;Inativo;330089;3.0;-3.000.000.000.000.000;1.5;EstÃ¡vel;EstÃ¡vel;0.9166666666666667;3;1.0;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
27/04/2023;01/06/2023;3;254,2;4;AMERICANA;OUTROS MUNICIPIOS;17,5;35;17.5;63,55;Sazonal;Rapido;Sazonal_Rapido;Ativo;330092;25.0;-25.000.000.000.000.000;12.5;EstÃ¡vel;Melhorando;0.75;4;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
30/12/2020;17/11/2021;3;1450,96;4;SAO PAULO;CAMPINAS;161;322;161.0;362,74;Sazonal;Medio;Sazonal_Medio;Inativo;330153;-26.0;25.999.999.999.999.900;13.0;EstÃ¡vel;Piorando;0.75;5;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
11/08/2021;14/04/2022;3;625,17;3;OUTROS MUNICIPIOS;POUSO ALEGRE;123;246;123.0;208,39;Sazonal;Medio;Sazonal_Medio;Ativo;330180;246.0;-246.0;123.0;Acelerando;Melhorando;0.8611111111111112;4;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
30/10/2019;26/11/2019;4;85,2;4;OUTROS MUNICIPIOS;JUNDIAI;9;27;9.0;21,3;Sazonal;Rapido;Sazonal_Rapido;Inativo;330424;-27.0;13.500.000.000.000.000;12.727.922.061.357.800;EstÃ¡vel;Piorando;0.875;10;0.75;Altamente Sazonal;True;4;4.0;4;Moderadamente Recorrente
27/12/2022;14/10/2023;5;384,5;5;NOVA FRIBURGO;OUTROS MUNICIPIOS;72,75;291;72.75;76,9;Sazonal;Medio;Sazonal_Medio;Ativo;330466;-101.0;6.699.999.999.999.980;56.486.170.873.940.400;Desacelerando;Piorando;0.7166666666666668;4;0.4;Altamente Sazonal;True;3;16.666.666.666.666.600;3;Moderadamente Recorrente
08/08/2017;30/10/2017;3;334,11;3;CAMPINAS;RECIFE;41,5;83;41.5;111,37;Sazonal;Medio;Sazonal_Medio;Inativo;330479;-75.0;7.499.999.999.999.990;37.5;Desacelerando;Piorando;0.8611111111111112;8;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
28/11/2021;25/08/2022;4;453,44;4;CARUARU;CUIABA;90;270;90.0;113,36;Sazonal;Medio;Sazonal_Medio;Ativo;330695;60.0;-8.550.000.000.000.000;7.083.784.299.369.930;Acelerando;Melhorando;0.7916666666666667;8;0.5;Altamente Sazonal;True;4;4.0;4;Moderadamente Recorrente
22/01/2017;28/01/2021;5;466,88;8;BELO HORIZONTE;OUTROS MUNICIPIOS;366,75;1467;366.75;58,36;Sazonal;Lento;Sazonal_Lento;Inativo;330786;627.0;-5.950.000.000.000.000;25.927.434.794.055.500;Acelerando;Melhorando;0.8166666666666667;1;0.6;Altamente Sazonal;True;4;2.5;4;Moderadamente Recorrente
03/10/2021;02/02/2023;3;96,45;3;ILHA GRANDE;OUTROS MUNICIPIOS;243,5;487;243.5;32,15;Sazonal;Lento;Sazonal_Lento;Ativo;330834;211.0;-21.100.000.000.000.000;105.5;Acelerando;Melhorando;0.75;2;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
10/11/2019;10/01/2020;3;247,35;3;SAO JOSE DOS CAMPOS;POCOS DE CALDAS;30,5;61;30.5;82,45;Sazonal;Rapido;Sazonal_Rapido;Inativo;330865;15.0;-15.000.000.000.000.000;7.5;EstÃ¡vel;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
26/11/2023;10/03/2024;7;942,96;8;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;17,5;105;17.5;117,87;Recorrente;Rapido;Recorrente_Rapido;Ativo;330903;-40.0;4.314.285.714.285.710;16.080.526.525.376.300;Desacelerando;EstÃ¡vel;0.75;1;0.42857142857142855;Altamente Sazonal;True;7;7.0;7;Altamente Recorrente
04/02/2019;16/06/2019;6;479,7;9;CAMPO GRANDE;PORTO ALEGRE;26,4;132;26.4;53,3;Recorrente;Rapido;Recorrente_Rapido;Inativo;330911;26.0;17.1;31.000.645.154.577.000;EstÃ¡vel;Piorando;0.8333333333333335;2;0.6666666666666666;Altamente Sazonal;True;5;3.0;5;Altamente Recorrente
11/09/2015;25/11/2017;3;419,46;3;CAXIAS DO SUL;OUTROS MUNICIPIOS;403;806;403.0;139,82;Sazonal;Lento;Sazonal_Lento;Inativo;331027;-640.0;6.399.999.999.999.990;320.0;Desacelerando;Piorando;0.75;9;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
02/08/2017;13/01/2020;4;846,75;5;CURITIBA;OUTROS MUNICIPIOS;298;894;298.0;169,35;Sazonal;Lento;Sazonal_Lento;Inativo;331037;74.0;-350.0;3.139.978.768.505.710;Acelerando;Melhorando;0.7916666666666667;8;0.5;Altamente Sazonal;True;2;13.333.333.333.333.300;2;Pouco Recorrente
06/07/2019;25/08/2019;3;279,9;5;BRASILIA;OUTROS MUNICIPIOS;25;50;25.0;55,98;Sazonal;Rapido;Sazonal_Rapido;Inativo;331046;-8.0;7.999.999.999.999.990;4.0;EstÃ¡vel;Piorando;0.8611111111111112;7;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
15/09/2020;07/12/2021;3;250,5;3;RIO DE JANEIRO;PORTO SEGURO;224;448;224.0;83,5;Sazonal;Lento;Sazonal_Lento;Inativo;331059;-438.0;4.379.999.999.999.990;219.0;Desacelerando;Piorando;0.8611111111111112;9;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
05/09/2023;11/02/2024;6;781,36;8;SAO PAULO;OUTROS MUNICIPIOS;31,8;159;31.8;97,67;Recorrente;Rapido;Recorrente_Rapido;Ativo;331110;41.0;26.999.999.999.999.900;24.044.957.891.416.600;Acelerando;EstÃ¡vel;0.7222222222222223;9;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
22/02/2022;01/12/2022;3;646,08;4;SALVADOR;OUTROS MUNICIPIOS;141;282;141.0;161,52;Sazonal;Medio;Sazonal_Medio;Ativo;331115;-282.0;28.199.999.999.999.900;141.0;Desacelerando;Piorando;0.8611111111111112;2;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
20/12/2018;18/02/2020;5;205,35;5;RIO DE JANEIRO;OUTROS MUNICIPIOS;106,25;425;106.25;41,07;Sazonal;Medio;Sazonal_Medio;Inativo;331210;132.0;-6.650.000.000.000.000;9.855.804.127.517.950;Acelerando;Melhorando;0.7166666666666668;2;0.4;Altamente Sazonal;True;4;2.5;4;Moderadamente Recorrente
02/08/2022;19/03/2023;5;401,55;5;RIO DE JANEIRO;SAO PAULO;57,25;229;57.25;80,31;Sazonal;Medio;Sazonal_Medio;Ativo;331247;23.0;-24.700.000.000.000.000;3.163.364.506.344.470;EstÃ¡vel;Melhorando;0.5833333333333335;1;0.2;Moderadamente Sazonal;True;3;16.666.666.666.666.600;3;Moderadamente Recorrente
09/11/2022;05/10/2023;3;406,76;4;SAO PAULO;GOIANIA;165;330;165.0;101,69;Sazonal;Medio;Sazonal_Medio;Ativo;331369;138.0;-138.0;69.0;Acelerando;Melhorando;0.75;7;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
